title_norm,label_1,level_2,job_code
مدیرعامل بانک ملت,,11,1120
مدیر کل امور دولت,,11,1112
مدیر کل دفتر امور بیابان,,11,1112
مدیر کل برنامه ریزی نوسازی و تحول اداری,,11,1112
فرماندار,,11,1112
رئیس سازمان,,11,1120
رئیس دولت,,11,1111
شورا روستا نوبند,,11,1113
عضو هئیت مدیره شرکت کاوه خودرو,,11,1120
رئیس گروه امور تقنینی,,11,1111
قائم مقام مدیرعامل,,11,1120
مدیرعامل تعاونی مسکن,,11,1120
رئیس اداره ثبت اسناد و املاک استان یا شهرستان,,11,1112
بخشدارمرکزی اشنویه,,11,1112
مدیر مدیریت شهری و ارتباطات منطقه ای,,11,1112
رئیس اداره ساری,,11,1112
مدیر کل منابع طبیعی و آبخیزداری استان,,11,1112
معاون مدیریت بحران,,11,1112
سرپرست امور اجتماعی و فرهنگی,,11,1112
مسئول امور قرارگاه اجتماعی,,11,1112
معاون امور ورزش,,11,1112
معاون برنامه ریزی و اشتغال,,11,1112
معاون دفتر امور بانوان و خانواده,,11,1112
عضو هییت مدیره شرکت سایان کارت,,11,1120
فرماندار شهرضا,,11,1112
عضو هیئت,,11,1120
عضو هیئت م,,11,1120
عضو هیئت مدیره قائم مقام,,11,1120
عضوهیات مدیره,,11,1120
رئیس گروه تدوین مقررات,,11,1111
معاون توسعه مدیریت و پشتیبانی وزیر دادگستری,,11,1112
کمیته مدیریت بحران,,11,1112
معاون برنامه ریزی و سیاستگذاری,,11,1112
قایم مقام مدیرعامل و عضو هیات مدیره,,11,1120
مدیرعامل شرکت تعاونی مسکن,,11,1120
مدیر کل اداره کل امور مالیاتی استان,,11,1112
شرکت زیبا نایلون شاه کار,,11,1120
عضوهیتت مدیره شرکتهای تابعه ووابسته,,11,1120
بخشدارمرکزی تفرش,,11,1112
معاونت ارشد اجرایی,,11,1120
فرماندار کرمانشاه,,11,1112
معاون منطقه,,11,1112
معاون اداری و مالی و برنامه ریزی استان,,11,1112
قائم مقام مدیرعامل و عضو هیات مدیره,,11,1120
رئیس اداره اموراجتماعی وانتخابات,,11,1112
مدیر پیشگیری و رفع تخلفات شهری معاونت خدمات شهری,,11,1112
مدیرکل دفتر امور بین الملل,,11,1112
معاون مدیر کل دفتر نظارت و ارزیابی,,11,1112
مشاور معاون وزیر+ همترازمدیرکل حوزه معاونت اداری و مالی,,11,1112
معاون فرماندار رامیان,,11,1112
مدیر کل دفتر استاندار,,11,1112
معاون امور فرهنگی وزیر فرهنگ و ارشاد اسلامی,,11,1112
عضو هیئت مدیره شرکتهای درجه یک,,11,1120
معاون مدیر جهادکشاورزی شهرستان,,11,1112
معاون توسعه مدیریت و منابع,,11,1112
مدیریت منطقه,,11,1112
ذیحساب و مدیرکل امور مالی وزارت دادگستری,,11,1112
رئیس اتاق بازرگانی,,11,1114
مدیر کل دفتر هماهنگی امور اقتصادی,,11,1112
