title_norm,label_1,level_2,job_code
زامیاد و پارس خودرو مسئول برنامه ریزی فروش,5,12,1221
سرپرست تکریم و پاسخگویی به ارباب رجوع,5,12,1219
مسئول بازرگانی و توزیع قطعات یدکی,5,12,1221
مسئول بخش بازاریابی و فروش غیر ایران خودرویی,5,12,1221
مسئول تجاری,5,12,1221
مسئول تجاری سنگین,5,12,1221
مسئول توافقات فروش,5,12,1221
مسئول حراج,5,12,1221
مسئول مرکز تماس تلفنی کال سنتر,5,12,1219
مسئول مستقیم مرکز خرید گندم,5,12,1219
مسئول پیشبرد فروش زامیاد,5,12,1221
مسئول پیشبرد فروش سایپا,5,12,1221
مسئول پیشبرد فروش پارس خودرو,5,12,1221
مسئول کانون بسیج بیمارستان روزبه شهید حیدری,5,12,1219
مسئول کانون بسیج دانشکده پزشکی شهید محمد شکری,5,12,1219
مسئول گارانتی,5,12,1219
مسول امور خیریه,5,12,1219
مسول بازاریابی,5,12,1221
مسول دفاتراملاک,5,12,1221
مسوول ملاقات,5,12,1219
مسوول ملاقات عمومی,5,12,1222
مسوول نمایندگی خردمند مشعل,5,12,1221
مسیول اطلاع رسانی حضوری,5,12,1222
مسیول املاک,5,12,1221
اسپانسر اجرایی خوانندگان,5,13,1349
سرپرست ابخان داری,5,13,1321
سرپرست پیشگیری کاهش آسیب و درمان اعتیاد,5,13,1344
مسئول انبار رستوران,5,13,1324
مسئول انتظامات اماکن سایپا خارج شرکت همسطح رئیس,5,13,1349
مسئول بازدید و اعزام,5,13,1324
مسئول بخش قلب صندوق خدمات درمانی,5,13,1342
مسئول بروده,5,13,1324
مسئول بسیج و تجهیز نیروی انسانی,5,13,1349
مسئول تابل نگهبانی وترابری,5,13,1324
مسئول تحویل محصولات به مشتریان,5,13,1324
مسئول توزیع خودرو,5,13,1324
مسئول توزیع سیمان فله,5,13,1324
مسئول توزیع قبض آبونمان,5,13,1349
مسئول توزیع محصولات فرهنگی,5,13,1324
مسئول توزیع نفت و گاز,5,13,1324
مسئول توزیع گازوموادنفتی شرکت تعاونی,5,13,1324
مسئول تولیدات نمایشگاهها,5,13,1349
مسئول موتورپول,5,13,1324
مسئول مورگ,5,13,1342
مسئول نگهداری گوشت ماهی,5,13,1324
مسئول پاسگاه,5,13,1349
مسئول پایگاه امداد و نجات نجاتگر جاده ساحل کوهستان و,5,13,1349
مسئول پخش لوازم ارایش,5,13,1324
مسئول پیست سرباز,5,13,1349
مسئول کلم خارجی,5,13,1311
مسئول کنترل حریق,5,13,1349
مسول امداد,5,13,1349
مسول ایستگاه آتش نشانی شماره,5,13,1349
مسول توزیع کالا,5,13,1324
مسول حراست,5,13,1349
مسول پخش محصولان شرکت میهن,5,13,1324
مسوول خدمات و تاسیسات,5,13,1349
مسیول آمار و خدمات یدک کشی,5,13,1349
مسیول اتفاقات آب,5,13,1321
مسیول امداد و اتفاقات گاز,5,13,1321
مسیول ایستگاه,5,13,1324
مسیول تاسیسات هتل,5,13,1349
مسیول خدمات انبارهای کارخانه,5,13,1324
مسیول خر ید داخلی فلزات,5,13,1324
مسیول خرید ابزار و متفر قه,5,13,1324
مسیول خرید اقلام عمومی و پشتیبانی,5,13,1324
مسیول خرید تجهیزات سا ختما نی و تاسیسات,5,13,1324
مسیول خرید تجهیزات و لوازم پزشکی,5,13,1324
مسیول خرید ترانسفو,5,13,1324
مسیول خرید فولاد ظفر,5,13,1324
مسیول خرید قطعا ت تکمیلی و کسری,5,13,1324
مسیول خیریه,5,13,1344
مسیول طرح اکرام ایتام,5,13,1344
مسیول پخش مواد غذایی,5,13,1324
مسیول یگان حفاظت,5,13,1349
نظارت بر برش تخصصی گوشت آبزیان,5,13,1321
نظارت بر برش تخصصی گوشت قرمز,5,13,1321
نظارت بر برش تخصصی گوشت ماکیان,5,13,1321
سرپرست مرغداری,6,13,1311
سرپرست مزارع هکتاری تهیه زمین,6,13,1311
سرپرست مزارع هکتاری دفع آفات,6,13,1311
سرپرست ممیزی و پایش دفع آفات و حفظ نباتات,6,13,1311
سرپرست ومتصدی مزارع,6,13,1311
سرپرست پرورش مرغ تخمگذارمادر,6,13,1311
سرچوپان,6,13,1311
سرکارگر شیردوش,6,13,1311
سرکارگر صید انوع ماهی,6,13,1312
سرکارگر مرغداری گوشتی,6,13,1311
سرکارگر پرورش گوساله,6,13,1311
سرکارگراماده سازی تولیدتوتون وتنباکو,6,13,1311
سرکارگرتخمیرتوتون سیون,6,13,1311
سرکارگرتنک ووجین,6,13,1311
سرکارگرتوتون تولید,6,13,1311
سرکارگرتولیددروخط نهائی,6,13,1311
سرکارگردرجه بندی تخم مرغ,6,13,1311
سرکارگردرجه بندی جوجه,6,13,1311
سرکارگردفع علفهای هرز,6,13,1311
سرکارگرپرواربندی,6,13,1311
سرکارگرکارخانه دان مرغ سیمرغ,6,13,1321
سرکارگرکشاورزی جنگلکاری وبهره برداری جنگل,6,13,1311
سرکارگرکودکش تخمگذار,6,13,1311
سرکارگرگوساله نوزاد,6,13,1311
مسئول هماهنگی مزارع تحقیقاتی و اموزشی,6,13,1311
مسئول هچر,6,13,1311
مسئول کارگاه کارشناس تکثیروپرورش ابزیان,6,13,1312
مسئول گوساله دانی,6,13,1311
مسول امور زراعت,6,13,1311
مسول بهرهبرداری جنگل,6,13,1311
مسول منابع طبیعی بخش خوسف,6,13,1311
مسول واحد جنگل کاری,6,13,1311
مسیول باغبانی,6,13,1311
مسیول بهره برداری جنگل,6,13,1311
مسیول شب دامداری,6,13,1311
مسیول صلاخی,6,13,1321
مسیول مرغداری,6,13,1311
مسیول گلخانه,6,13,1311
معادن بهره برداری ورییس بهره برداری,6,13,1322
معاون ایستگاه پرورش واصلاح نژادگاوبومی فومن,6,13,1311
معاون بهبودتولیدات گیاهی,6,13,1311
معاون بهره برداری کشاورزی نیشکری و غیر نیشکری,6,13,1311
معاون بیماریهای زنبورعسل و کرم ابریشم,6,13,1311
معاون صید,6,13,1312
معاون پرورش واصلاح دامهای سبک,6,13,1311
میرآب,6,13,1311
میراب,6,13,1311
میراب باغ,6,13,1311
میراب مزارع,6,13,1311
میراب موقت,6,13,1311
ناظر ذبح شرعی کارگر تولید,6,13,1321
ناظر فضای سبز,6,13,1311
ناظر پرورش ماهی,6,13,1312
ناظر کشتار,6,13,1321
ناظر کشتارگاه,6,13,1321
کارگرتامین انبارچوب ومسئول انبارچوب,4,14,1439
اداره خدمات وانتظامات اداره کل امور رفاهی وخدمات مسئول کنترل حضو,5,14,1439
اداره قهوه خانه,5,14,1412
اداره کننده کلوپ بازی های کامپیوتری,5,14,1431
ارشد خدمات,5,14,1439
بنگاه دار معاملات خودرو,5,14,1420
تکنسین نظارت رستوران,5,14,1412
رستار,5,14,1412
سالن دار رستوران,5,14,1412
سالندار,5,14,1439
سرنگهبان و مسیول شیفت نگهبان کارخانه,5,14,1439
سرپرست آتشنشان مرتبط با سالن ریسندگی,5,14,1439
سرپرست آرامستان,5,14,1439
سرپرست آسایشگاه خیریه سالمندان,5,14,1439
سرپرست آشپزخانه,5,14,1412
سرپرست امداد خودرو,5,14,1439
سرپرست امدادونجات منطقه,5,14,1439
سرپرست ایستگاه اخذ عوارض قزوین,5,14,1439
سرپرست باشگاه,5,14,1431
سرپرست باشگاه بدنسازی,5,14,1431
سرپرست بوفه وپذیرائی,5,14,1412
سرپرست توزیع غذا,5,14,1412
سرپرست حفاظت بانوان,5,14,1439
سرپرست خدمات cng,5,14,1439
سرپرست خدمات اقامتی و تفریحی,5,14,1411
سرپرست خرده فروشی,5,14,1420
سرپرست خرده فروشی و فروش الکترونیکی ec,5,14,1420
سرپرست خوابگاه,5,14,1411
سرپرست خوابگاه دبیرستان پسرانه چارک,5,14,1411
سرپرست خوابگاه مدرسه شبانه روزی منطقه زنجانرود,5,14,1411
سرپرست سالن آرایش مو,5,14,1439
سرپرست ضدعفونی,5,14,1439
سرپرست غذاخوری,5,14,1412
سرپرست فروش بلیت قطار,5,14,1420
سرپرست فروش بلیت کشتی,5,14,1420
سرپرست فروش بی تو بی,5,14,1420
سرپرست فروش خدمات و اقلام مازاد,5,14,1420
سرپرست فروش زنجیره ای,5,14,1420
سرپرست فروش شیمیایی,5,14,1420
سرپرست فروش قطعات,5,14,1420
سرپرست فروش مایعات,5,14,1420
سرپرست فروش محصولات ساختمانی,5,14,1420
سرپرست فروش محصولات میانی,5,14,1420
سرپرست فروش مکمل ها,5,14,1420
سرپرست فروش پلیمری,5,14,1420
سرپرست فروشگاه اتکا,5,14,1420
سرپرست فعالیت های ماجراجویانه در محیط باز,5,14,1431
سرپرست قصابی,5,14,1420
سرپرست مهد کودک,5,14,1439
سرپرست مهمانسرا های شمال,5,14,1411
سرپرست مهمانسراها و امور مسافرتها و تشریفات,5,14,1411
سرپرست نگهبانی,5,14,1439
سرپرست نگهبانی گروه 13,5,14,1439
سرپرست و صندوقدار فروشگاه,5,14,1420
سرپرست واگذاری و فروش,5,14,1420
سرپرست ورزش بانوان,5,14,1431
سرپرست ورزش همگانی,5,14,1431
سرپرست ورزش و تربیت بدنی,5,14,1431
سرپرست ویزیتور,5,14,1420
سرپرست پارکینگ,5,14,1439
سرپرست پذیرایی دفتر مدیریت,5,14,1412
سرپرست پذیرایی و اسکان,5,14,1411
سرپرست پرورشگاه,5,14,1431
سرپرست پشتیبانی حفاظت فیزیکی,5,14,1439
سرپرست پشتیبانی فروش وتحویل,5,14,1420
سرپرست پناهگاه زنان,5,14,1431
سرپرست کاروان,5,14,1411
سرپشت آتشنشانی و نگهبانی,5,14,1439
صاحب دفتر فروش آجر,5,14,1420
صاحب لوازم خانگی,5,14,1420
صاحب مغازه,5,14,1420
صاحب مغازه کبابی,5,14,1412
صاحب نمایشگاه,5,14,1431
فورمن توزیع محصولات امور بازایابی و فروش,5,14,1420
متصدی ارشد رستوران,5,14,1412
مدیر آرایشگاه,5,14,1439
مدیر تشریفات,5,14,1439
مدیر سالن آرایش و زیبایی,5,14,1439
مدیر سالن بیلیارد,5,14,1431
مدیر سالن و سرمیزبان,5,14,1411
مدیر شب,5,14,1411
مدیر کلوپ,5,14,1431
مدیر گرمابه,5,14,1431
مدیرسالن زیبایی,5,14,1439
مدیریت و فروشنده سوپرمارکت,5,14,1420
مزون دار,5,14,1420
مزون دار خانگی,5,14,1420
مزون لباس عروس,5,14,1420
مسؤل خوابگاه,5,14,1411
مسؤول امور انتظامات سامان,5,14,1439
مسئول امورتربیت بدنی,5,14,1431
مسئول امورتربیتی,5,14,1431
مسئول امورتغذیه وخرید,5,14,1412
مسئول امورخوابگاه های برادر شهیدان,5,14,1411
مسئول امورپشتیبانی وتغذیه رایگان,5,14,1412
مسئول باشگاههای پرورشی,5,14,1431
مسئول برج,5,14,1439
مسئول بسیج وامور فرهنگی,5,14,1431
مسئول تالار,5,14,1439
مسئول تالار عروسی,5,14,1439
مسئول تشخیص واجدان شرایط دریافت خدمات,5,14,1439
مسئول تشریفات مجتمع,5,14,1439
مسئول تشریفات و بازدیدها,5,14,1439
مسئول تشریفات و پذیرایی حالت اشتغال مسعود صالحی دولابی,5,14,1439
مسئول تشریفات،بازدیدها،همایش ها و امور عمومی,5,14,1439
مسئول تغذیه,5,14,1412
مسئول تفریحات سالم,5,14,1431
مسئول تهیه بلیط و اسکان,5,14,1439
مسئول جامه دان,5,14,1411
مسئول جامه دان و کنترل بار,5,14,1411
مسئول فنی رستوران,5,14,1412
مسئول فنی فروشگاه سپه,5,14,1420
مسئول قسمت اموررفاهی زائرسرا,5,14,1411
مسئول لاندری,5,14,1411
مسئول لباسشوئی,5,14,1411
مسئول لندری,5,14,1411
مسئول لنژری,5,14,1411
مسئول لنژری و خیاط خانه,5,14,1411
مسئول مجموعه آترتیوب,5,14,1431
مسئول مجموعه تختی,5,14,1431
مسئول مراکز اقامتی,5,14,1411
مسئول مرکز طبخ و رستورانها,5,14,1412
مسئول مسابقات,5,14,1431
مسئول منازل,5,14,1411
مسئول منازل ایزدشهر,5,14,1411
مسئول منازل نوشهر,5,14,1411
مسئول مهمانداری,5,14,1411
مسئول مهمانسرا وسرای استادان,5,14,1411
مسئول مهمانسراهای شمال,5,14,1411
مسئول مکان ارائه تخت و صبحانه,5,14,1411
مسئول نظارت بر اماکن ورزشی,5,14,1431
مسئول نظارت برمهمانسراها,5,14,1411
مسئول نظارت رستورانها,5,14,1412
مسئول نظارت سالن های غذاخوری,5,14,1412
مسئول هتل,5,14,1411
مسئول ورزش و تفریحات سالم سطح 2,5,14,1431
مسئول ورزش و تفریحات سالم سطح 3,5,14,1431
مسئول ورزش کارکنان شهربابک,5,14,1431
مسئول ورزشگاه محمد کبیری سامانی _ جانباز حالت اشتغال,5,14,1431
مسئول ویلا و پلاژ,5,14,1411
مسئول پارک و فضای سبز,5,14,1431
مسئول پیشخوان هتل,5,14,1411
مسئول کابین سرویس,5,14,1411
مسئول کاخداری,5,14,1411
مسئول کارت پارک ماشین,5,14,1439
مسئول کمپ,5,14,1411
مسئول گردشگری سلامت,5,14,1439
مسئول گلسازی,5,14,1420
مسئول گلسازی مسئول اماده سازی خاک,5,14,1420
مسئول گندزدایی,5,14,1439
مسافرخانه چی,5,14,1411
مسول استخر,5,14,1431
مسول امور تربیت بدنی,5,14,1431
مسول امور قرانی,5,14,1439
مسول غرفه پوشاک,5,14,1420
مسول فروش,5,14,1420
مسول مشترکین,5,14,1439
مسول گیم نت,5,14,1431
مسوول اطاق طلا,5,14,1420
