title_norm,label_1,level_2,job_code
اجرای سیاست های کل بخش,1,11,1112
ادار کل راه روستایی,1,11,1112
اداره آب و فاضلاب,1,11,1112
اداره اصناف,1,11,1112
اداره بازرسی کار,1,11,1112
اداره روستا,1,11,1113
اداره کل راه اهن اراکمدیرکل,1,11,1112
اداره کل راه اهن شمالمدیرکل,1,11,1112
اداره کل راه اهن لرستان مدیرکل,1,11,1112
اداره کل راه اهن یزدمدیرکل,1,11,1112
ارتشبد نیروی زمینی,1,11,1112
ارتشبد نیروی هوایی,1,11,1112
استاندار,1,11,1112
استاندار زنجان,1,11,1112
اعضای شورای امنیت کشور,1,11,1112
اعضای هیات مدیره الف,1,11,1120
امورشهری,1,11,1112
باتزرس کل,1,11,1112
بازرس قضائی مدیرکل,1,11,1112
بازرس هیات نظارت,1,11,1112
بازرس ویژه مدیرعامل همترازمدیرامور رتبه ممتاز,1,11,1120
بازرس ویژه مدیرعامل ومدیرشرکتهای سرمایه پذیر,1,11,1120
بازرس ویژه هیات مدیره همتراز رئیس اداره رتبه,1,11,1120
بازرس ویژه و نماینده مدیریت,1,11,1120
بازرس کل امور منصور حسن پورمرنی,1,11,1112
بخشدار,1,11,1112
بخشدار ابدان,1,11,1112
بخشدار احمد عمویی,1,11,1112
بخشدار ارسک,1,11,1112
بخشدار اروند کنار,1,11,1112
بخشدار ارژن,1,11,1112
بخشدار اسلامیه,1,11,1112
بخشدار اسماعیلیه,1,11,1112
بخشدار اسیر,1,11,1112
بخشدار اصلانی,1,11,1112
بخشدار افزر,1,11,1112
بخشدار افشار,1,11,1112
بخشدار الوار گرمسیری,1,11,1112
بخشدار اورامان,1,11,1112
بخشدار ایرندگان,1,11,1112
بخشدار ایسک,1,11,1112
بخشدار باغ صفا,1,11,1112
بخشدار باغبهادران,1,11,1112
بخشدار بانام جانباز محمد پراکوهی,1,11,1112
بخشدار بانام جمال عیسائیان,1,11,1112
بخشدار بسطام,1,11,1112
بخشدار بم پشت,1,11,1112
بخشدار بمپور,1,11,1112
بخشدار بندر امام خمینی,1,11,1112
بخشدار بندرریگ,1,11,1112
بخشدار بهاران,1,11,1112
بخشدار بهروز بابانژادخواجه بلاغ,1,11,1112
بخشدار بیارجمند,1,11,1112
بخشدار بیدشهر,1,11,1112
بخشدار بیستون,1,11,1112
بخشدار بیکاء,1,11,1112
بخشدار تشان,1,11,1112
بخشدار تنب,1,11,1112
بخشدار جاپلق,1,11,1112
بخشدار جرقویه سفلی,1,11,1112
بخشدار جرقویه علیا,1,11,1112
بخشدار جغین,1,11,1112
بخشدار جلگه ماژان,1,11,1112
بخشدار جواد اباد,1,11,1112
بخشدار حالت اشتغال,1,11,1112
بخشدار حبیب اباد,1,11,1112
بخشدار حنا,1,11,1112
بخشدار خزل,1,11,1112
