title_norm,label_1,level_2,job_code
رئیس,,11,1112
مدیر کل امور فرهنگی و اجتماعی,,11,1112
بخشدار مرکزی طبس,,11,1112
مدیرکل اموزش وپرورش,,11,1112
معاون ذیحساب و مدیر کل امور مالی دادگستری جمهوری اسلامی ایران,,11,1112
مدیرعامل شرکت,,11,1120
رییس اداره حفاظت محیط زیست شهرستان مبارکه فرمانده یگان,,11,1112
رئیس اداره منابع طبیعی وابخیزداری شهرستان بندرانزلی,,11,1112
مدیرکل دفتر عملکرد بازرسی وامور حقوقی,,11,1112
رییس اداره برنامه ریزی سیاستگذاری و پایش,,11,1112
معاون مدیرکل دفتر امور شهری و شوراها,,11,1112
ناظرگمرکات استان سیستان و بلوچستان و مدیرکل گمرک زاهدان,,11,1112
مدیرکل دفتر بررسی های زمین شناسی دریائی,,11,1112
عضوشرکت,,11,1120
معاون امور سیاسی امنیتی واجتماعی,,11,1112
مدیرعامل مؤسسه خدمات اجتماعی,,11,1114
مدیر کل پدافند غیرعامل,,11,1112
بخشدار گلیداغ,,11,1112
فرماندار فریدن,,11,1112
سرپرست اداره شهرداری,,11,1112
عضوهیات عامل,,11,1120
معاون رئیس دفتر رئیس جمهور,,11,1112
رییس مرکز فرمان,,11,1112
معاون جهادکشاورزی شهرستان ممسنی,,11,1112
عضو هیات مدیره شرکت,,11,1120
رییس بنیاد مسکن,,11,1112
وزیر اطلاعات,,11,1112
معاون,,11,1112
مسئول امور دهستانها و شوراها با نام,,11,1112
مدیر کل,,11,1112
معاون بهداشت وزیر بهداشت درمان و آموزش پزشکی,,11,1112
رییس کل پلیس راهنمایی و رانندگی,,11,1112
معاون فرماندار حالت اشتغال,,11,1112
اداره کل حراست مدیر کل حراست,,11,1112
رئیس اداره خدمات و ایمنی شهری,,11,1112
معاون اقتصادی و توسعه منابع,,11,1112
مدیرعامل شرکت خصوصی,,11,1120
عضو هیئت مدیره شرکتهای درجه چهار,,11,1120
معاون حقوقی و توسعه قضائی رئیس قوه قضائیه,,11,1112
مدیرکل استان تهران,,11,1112
معاونت کمیته امداد,,11,1114
اداره کل راه اهن شمالشرقمدیرکل,,11,1112
رییس هییت مدیره شرکت,,11,1120
رئیس مؤسسه اقتصادی,,11,1120
مدیرکل دفتر معاونت نظارت,,11,1112
معاون فرهنگی اجتماعی و امور استانها,,11,1112
معاون وزیر و همطراز,,11,1112
معاون سیاسی و اجتماعی فرماندار,,11,1112
ریاست اداره منابع طبیعی,,11,1112
مدیر کل طرح و برنامه و بودجه,,11,1112
معاون توسعه مدیریت و منابع اداره کل راه اهن اذربایجانمعاون مدیرکل,,11,1112
قایم مقام مدیر طرح و برنامه,,11,1112
مدیر استان خراسان جنوبی,,11,1112
قائم مقام مدیر طرح و برنامه,,11,1112
رئیس کمیته مجمع تشخیص نظام,,11,1111
معاون اداره منابع طبیعی انار,,11,1112
مدیرکل امور سیاسی و انتخابات,,11,1112
معاون مدیرکل دفترروابط عمومی و اموربین الملل,,11,1112
معاون نظارت بر امور سرمایه گذاری و اشتغال روستاها,,11,1112
مدیر عامل شرکت تعاونی,,11,1120
بخشدار مرکزی سبزوار,,11,1112
عضو هیئت مدیره شرکتهای درجه شش,,11,1120
فرماندار رضوانشهر,,11,1112
معاون مدیرکل دفتر امور مجلس,,11,1112
معاون اموزش وپرورش عمومی,,11,1112
مدیرکل دفتر فنی امور عمرانی و حمل و نقل و ترافیک,,11,1112
رییس کل پلیس آگاهی,,11,1112
مدیرعامل بانک,,11,1120
مدیرعامل شرکت ساختمانی,,11,1120
مدیرعامل موسسه فرهنگی,,11,1120
معاون امور سیاسی،فرهنگی و اجتماعی بازرسی ویژه دفتر رییس جمهور,,11,1112
مدیر کل پدافند,,11,1112
عضو شورای عالی مالیاتی رییس شعبه سوم,,11,1112
معاون مدیرکل دفتر یکپارچگی وبهروری اراضی کشاورزی,,11,1112
مدیرکل حوزه شهردار و امور شورای اسلامی شهر,,11,1112
مشاور و مدیر حوزه مدیر عامل و دبیر هیات مدیره,,11,1120
معاون امور معادن و منابع معدنی وزیر صمت,,11,1112
معاون مدیر کل دفتر خلاقیت و نوآوری شهری,,11,1112
عضو هیات عامل,,11,1120
قایم مقام مدیرعامل درامورپشتیبانی,,11,1120
رییس مؤسسه اقتصادی,,11,1120
معاون مدیرعامل در امور بازرگانی,,11,1120
معاون اداره فرهنگ و ارشاد اسلامی استان یا شهرستان,,11,1112
ذیحساب و مدیرکل امور مالی وزارت فرهنگ و,,11,1112
مدیرکل حقوقی قراردادها و املاک,,11,1112
عضوهیاعت مدیره وقائم مقام,,11,1120
رئیس اداره فرهنگ و ارشاد اسلامی شهرستان سقز,,11,1112
مسوول نمایندگی ورزش و جوانان بخش سرولایت,,11,1112
مدیرعامل شرکتهای تابعه,,11,1120
رئیس اداره مطالعات و بررسی لوایح و طرحها,,11,1112
معاون رئیس سازمان بهبودتولیدات گیاهی,,11,1112
عضوهئیت مدیره,,11,1120
عضوهیئت مدیره,,11,1120
معاون قضایی واجرای احکام,,11,1112
رئیس هیات عامل,,11,1120
رئیس دایره درجه یک د,,11,1112
مدیر جهاد کشاورزی شهرستان قدس,,11,1112
مدیر حفاظت و اطلاعات استان,,11,1112
رئیس اداره اموراجتماعی وانتخابات علیمیرزایی,,11,1112
رئیس شعبه دادگاه نظامی یک,,11,1112
مدیر کل امور قضایی,,11,1112
مدیر کل دفتر امور روستایی و شوراها,,11,1112
مدیرعامل شرکت توزیع نیروی برق,,11,1120
رئیس اداره نظارت بر اشتغال اتباع خارجی,,11,1112
رئیس اداره ورزش وجوانان رودبار,,11,1112
مدیرکل بخش عمومی,,11,1112
اداره کل راه اهن شمالشرق مدیر کل,,11,1112
معاون اداره شهرستان انزلی,,11,1112
رییس مجلس,,11,1111
عضو هیئت مدیره کارخانجات سهامی عام پلاسکوکارسایپا,,11,1120
مدیر عامل باشگاه فرهنگی ورزشی ایرالکو,,11,1120
عضو هیئت مدیره اتحادیه,,11,1114
مدیرعامل مؤسسه خدمات بازرگانی,,11,1120
معاون مدیر جهاد کشاورزی شهرستان قدس,,11,1112
معاون درمان وزیر بهداشت درمان و آموزش پزشکی,,11,1112
مدیر جهادکشاورزی شهرستان بوکان,,11,1112
معاون امورفرودگاه های کشور معاون مدیرکل,,11,1112
مدیر کل دفتر برنامه ریزی اموزش فنی وحرفه ای,,11,1112
ذیحساب و مدیرکل امور مالی سازمان هواپیمایی کشوری,,11,1112
معاون خدمات شهری,,11,1112
رییس گروه امور شهری,,11,1112
قائم مقام مدیرعامل دراموراقتصادی ومجامع,,11,1120
قائم مقام مدیرعامل در توسعه محصول,,11,1120
رئیس اداره آموزش و پرورش استان یا شهرستان,,11,1112
رئیس اداره امور مجلس,,11,1112
رئیس هیات عالی انتظامی مالیاتی,,11,1112
رییس مجمع تشخیص مصلحت نظام,,11,1111
مدیرکل دفترمدیرعامل,,11,1120
مدیر معاون مدیرکل استان,,11,1112
کارشناس ارشد م حوزه وزیر,,11,1112
مدیر کل مطالعات و مقررات ارزی بانک مرکزی,,11,1112
معاون وزیرورئیس سازم,,11,1112
مدیرعامل و نائب رییس هیئت مدیره,,11,1120
عضو هیئت مدیره شرکت قالبهای بزرگ صنعتی,,11,1120
معاون فنی و عمرانی شهردار,,11,1112
معاون فنی جهاد کشاورزی شهرستان گیلانغرب,,11,1112
معاون امور شهری,,11,1112
اداره کل راه اهن شمال مدیر کل,,11,1112
معاون مدیرکل استان,,11,1112
رییس کل پلیس راهور,,11,1112
هیئت مدیره,,11,1120
رییس پلیس آگاهی,,11,1112
معاون فرماندار با نام,,11,1112
معاون سازمان کشوری,,11,1112
عضو هییت مدیره شرکت ستاره سفیران,,11,1120
معاون دفتر امور سیاسی انتخابات و تقسیمات کشوری,,11,1112
معاون سیاسی وزیر امورخارجه,,11,1112
مدیرکل امور مجلس و دولت,,11,1112
رییس حوزه,,11,1112
مدیرکل امورحقوقی,,11,1112
ذیحساب و مدیرکل امور مالی وزارت تعاون کار و رفاه اجتماعی,,11,1112
معاون امور مجلس,,11,1112
مدیرکل حراست مرکزی,,11,1112
مدیرعامل شرکت سهامی ذوب آهن اصفهان,,11,1120
معاون ذیحساب و مدیر کل امور مالی سازمان بهزیستی کشور,,11,1112
ذیحساب و مدیرکل امور مالی سازمان برنامه و بودجه کشور,,11,1112
قائم مقام مدیرعامل درامورپشتیبانی,,11,1120
قائم مقام دفتر نظارت و بازرسی انتخابات,,11,1112
مدیر کل بانام,,11,1112
عضو هییت مدیره شرکت مهندسی توسعه خودروسازی,,11,1120
بخشدارمرکزی خوی,,11,1112
معاون مدیر کل هماهنگی امور اقتصادی,,11,1112
رییس گروه امور شوراهای اسلامی شهر,,11,1112
رئیس اداره صنعت معدن وتجارت شهرستان مشگین شهر,,11,1112
مدیر کل امور شهرسازی,,11,1112
رییس شورای اسلامی روستا,,11,1111
مدیرمنطقه ده,,11,1112
مدیرکل راهبری و نظارت بر حمل و نقل و ترافیک,,11,1112
مسئول امور دهستانها و شوراهای اسلامی,,11,1112
معاون مدیر کل هماهنگی امور استانها,,11,1112
معاون اداره اداره دوم امریکای شمالی و مرکزی,,11,1112
معاون برنامه ریزی و هماهنگی و امور عمرانی,,11,1112
مدیرکل راهبرد و برنامه ریزی,,11,1112
مدیر خدمات شهری,,11,1112
رئیس گروه امور شوراهای اسلامی شهر,,11,1112
معاون مدیرکل اموزش و پژوهش,,11,1112
ذیحساب و مدیرکل,,11,1112
بخشدار مرکزی قشم,,11,1112
رئیس سازمان برنامه و بودجه کشور,,11,1112
رئیس شعبه اول تجدیدنظر دیوان عدالت اداری و رئیس کل دیوان,,11,1112
رئیس اداره کنترل سیلاب وآبخوان داری,,11,1112
مدیرکل دفترامورحقوقی ارزیابی عملکردوپاسخگوئی به,,11,1112
معاونت سازمان اتش نشانی,,11,1112
بخشدار مرکزی خاش,,11,1112
مدیرعامل,,11,1120
رئیس اداره اموراراضی شهرستان,,11,1112
رئیس اداره امورایثارگران و انصارالمجاهدین,,11,1112
رئیس اداره تعاون روستائی,,11,1112
رییس اداره امور سیاسی امنیتی و اجتماعی,,11,1112
رئیس منطقه,,11,1112
دهیاری روستا,,11,1113
رئیس معاون مدیرکل,,11,1112
رئیس گروه تعیین خط مشی اهداف کلان وکنترل برنامه های م,,11,1112
مسئول امور دهیاریها و شوراها,,11,1112
اداره کل راه اهن تهران مدیر کل,,11,1112
مدیر کل نظارت ارزیابی و تعالی سازمانی,,11,1112
معاون اداره منابع طبیعی وابخیزداری شهرستان بهبهان,,11,1112
معاون استاندار وفرماندار,,11,1112
اداره کل راه اهن جنوب مدیر کل,,11,1112
معاون اداره شهرستان اصفهان,,11,1112
معاون اداره منابع طبیعی وابخیزداریکلات,,11,1112
معاون میراث فرهنگی وزیر میراث فرهنگی گردشگری و صنایع دستی,,11,1112
مدیرعامل و عضو هیئت مدیره شرکت مهندسی توسعه سایپا,,11,1120
معاون فرماندار معاون برنامه ریزی وامورعمرانی,,11,1112
معاون شهرسازی معماری و برنامه ریزی شهری,,11,1112
معاون آموزش متوسطه وزیر آموزش و پرورش,,11,1112
معاون شعبه مجلس,,11,1111
معاون مدیرکل دفتر انتخابات,,11,1112
معاون مدیرکل مدیراموزش وپرورش,,11,1112
قایم مقام مدیرعامل ومدیرکارخانه,,11,1120
معاون در امدهای مالیاتی شهرستا,,11,1112
معاون اول رئیس قوه قضائیه,,11,1112
مدیرکل ارشد,,11,1120
